schedule_index,part_id,layer_id,fixed_start_cell_id,solver_status,result_start_cell_id,result_end_cell_id,travel_distance_mm,travel_time_s,scan_time_s,laser_on_time_s,layer_total_time_s,base_layer_total_time_s,delta_time_s,delta_time_percent,path_difference_rate,path_cell_ids
2,part_B,1,L01_C009,OPTIMAL,L01_C009,L01_C023,112.000000,0.062222,0.141667,0.420000,0.623889,0.623889,0.000000,0.000000,0.851852,L01_C009|L01_C010|L01_C011|L01_C012|L01_C013|L01_C014|L01_C007|L01_C006|L01_C005|L01_C004|L01_C003|L01_C002|L01_C001|L01_C008|L01_C015|L01_C016|L01_C018|L01_C017|L01_C019|L01_C020|L01_C022|L01_C021|L01_C025|L01_C026|L01_C027|L01_C028|L01_C024|L01_C023
2,part_B,1,L01_C010,OPTIMAL,L01_C010,L01_C024,112.000000,0.062222,0.141667,0.420000,0.623889,0.623889,0.000000,0.000000,0.777778,L01_C010|L01_C011|L01_C012|L01_C013|L01_C014|L01_C007|L01_C006|L01_C005|L01_C004|L01_C003|L01_C002|L01_C001|L01_C008|L01_C009|L01_C016|L01_C015|L01_C017|L01_C018|L01_C020|L01_C019|L01_C021|L01_C025|L01_C026|L01_C022|L01_C023|L01_C027|L01_C028|L01_C024
2,part_B,1,L01_C011,OPTIMAL,L01_C011,L01_C023,112.000000,0.062222,0.141667,0.420000,0.623889,0.623889,0.000000,0.000000,0.888889,L01_C011|L01_C012|L01_C013|L01_C014|L01_C007|L01_C006|L01_C005|L01_C004|L01_C003|L01_C010|L01_C009|L01_C002|L01_C001|L01_C008|L01_C015|L01_C016|L01_C018|L01_C017|L01_C019|L01_C020|L01_C022|L01_C021|L01_C025|L01_C026|L01_C027|L01_C028|L01_C024|L01_C023
2,part_B,1,L01_C012,OPTIMAL,L01_C012,L01_C024,112.000000,0.062222,0.141667,0.420000,0.623889,0.623889,0.000000,0.000000,0.740741,L01_C012|L01_C013|L01_C014|L01_C007|L01_C006|L01_C005|L01_C004|L01_C011|L01_C010|L01_C003|L01_C002|L01_C001|L01_C008|L01_C009|L01_C016|L01_C015|L01_C017|L01_C018|L01_C020|L01_C019|L01_C021|L01_C025|L01_C026|L01_C022|L01_C023|L01_C027|L01_C028|L01_C024
2,part_B,1,L01_C013,OPTIMAL,L01_C013,L01_C023,112.000000,0.062222,0.141667,0.420000,0.623889,0.623889,0.000000,0.000000,0.925926,L01_C013|L01_C014|L01_C007|L01_C006|L01_C005|L01_C012|L01_C011|L01_C004|L01_C003|L01_C010|L01_C009|L01_C002|L01_C001|L01_C008|L01_C015|L01_C016|L01_C018|L01_C017|L01_C019|L01_C020|L01_C022|L01_C021|L01_C025|L01_C026|L01_C027|L01_C028|L01_C024|L01_C023
2,part_B,1,L01_C014,OPTIMAL,L01_C014,L01_C024,112.000000,0.062222,0.141667,0.420000,0.623889,0.623889,0.000000,0.000000,0.703704,L01_C014|L01_C007|L01_C006|L01_C013|L01_C012|L01_C005|L01_C004|L01_C011|L01_C010|L01_C003|L01_C002|L01_C001|L01_C008|L01_C009|L01_C016|L01_C015|L01_C017|L01_C018|L01_C020|L01_C019|L01_C021|L01_C025|L01_C026|L01_C022|L01_C023|L01_C027|L01_C028|L01_C024
2,part_B,1,L01_C015,OPTIMAL,L01_C015,L01_C028,112.000000,0.062222,0.141667,0.420000,0.623889,0.623889,0.000000,0.000000,0.703704,L01_C015|L01_C008|L01_C001|L01_C002|L01_C003|L01_C004|L01_C005|L01_C006|L01_C007|L01_C014|L01_C013|L01_C012|L01_C011|L01_C010|L01_C009|L01_C016|L01_C018|L01_C017|L01_C019|L01_C020|L01_C022|L01_C021|L01_C025|L01_C026|L01_C027|L01_C023|L01_C024|L01_C028
2,part_B,1,L01_C016,OPTIMAL,L01_C016,L01_C024,112.000000,0.062222,0.141667,0.420000,0.623889,0.623889,0.000000,0.000000,0.777778,L01_C016|L01_C009|L01_C010|L01_C011|L01_C012|L01_C013|L01_C014|L01_C007|L01_C006|L01_C005|L01_C004|L01_C003|L01_C002|L01_C001|L01_C008|L01_C015|L01_C017|L01_C018|L01_C020|L01_C019|L01_C021|L01_C025|L01_C026|L01_C022|L01_C023|L01_C027|L01_C028|L01_C024
2,part_B,1,L01_C017,OPTIMAL,L01_C017,L01_C027,112.000000,0.062222,0.141667,0.420000,0.623889,0.623889,0.000000,0.000000,0.666667,L01_C017|L01_C015|L01_C008|L01_C001|L01_C002|L01_C003|L01_C004|L01_C005|L01_C006|L01_C007|L01_C014|L01_C013|L01_C012|L01_C011|L01_C010|L01_C009|L01_C016|L01_C018|L01_C020|L01_C019|L01_C021|L01_C025|L01_C026|L01_C022|L01_C023|L01_C024|L01_C028|L01_C027
2,part_B,1,L01_C018,OPTIMAL,L01_C018,L01_C023,112.000000,0.062222,0.141667,0.420000,0.623889,0.623889,0.000000,0.000000,0.814815,L01_C018|L01_C016|L01_C009|L01_C010|L01_C011|L01_C012|L01_C013|L01_C014|L01_C007|L01_C006|L01_C005|L01_C004|L01_C003|L01_C002|L01_C001|L01_C008|L01_C015|L01_C017|L01_C019|L01_C020|L01_C022|L01_C021|L01_C025|L01_C026|L01_C027|L01_C028|L01_C024|L01_C023
2,part_B,1,L01_C019,OPTIMAL,L01_C019,L01_C028,112.000000,0.062222,0.141667,0.420000,0.623889,0.623889,0.000000,0.000000,0.666667,L01_C019|L01_C017|L01_C015|L01_C008|L01_C001|L01_C002|L01_C003|L01_C004|L01_C005|L01_C006|L01_C007|L01_C014|L01_C013|L01_C012|L01_C011|L01_C010|L01_C009|L01_C016|L01_C018|L01_C020|L01_C022|L01_C021|L01_C025|L01_C026|L01_C027|L01_C023|L01_C024|L01_C028
2,part_B,1,L01_C020,OPTIMAL,L01_C020,L01_C027,112.000000,0.062222,0.141667,0.420000,0.623889,0.623889,0.000000,0.000000,0.888889,L01_C020|L01_C018|L01_C016|L01_C009|L01_C010|L01_C011|L01_C012|L01_C013|L01_C014|L01_C007|L01_C006|L01_C005|L01_C004|L01_C003|L01_C002|L01_C001|L01_C008|L01_C015|L01_C017|L01_C019|L01_C021|L01_C025|L01_C026|L01_C022|L01_C023|L01_C024|L01_C028|L01_C027
2,part_B,1,L01_C021,OPTIMAL,L01_C021,L01_C023,113.656900,0.063143,0.141667,0.420000,0.624809,0.623889,0.000920,0.147542,0.592593,L01_C021|L01_C019|L01_C017|L01_C015|L01_C008|L01_C001|L01_C002|L01_C003|L01_C004|L01_C005|L01_C006|L01_C007|L01_C014|L01_C013|L01_C012|L01_C011|L01_C010|L01_C009|L01_C016|L01_C018|L01_C020|L01_C022|L01_C025|L01_C026|L01_C027|L01_C028|L01_C024|L01_C023
2,part_B,1,L01_C022,OPTIMAL,L01_C022,L01_C023,112.000000,0.062222,0.141667,0.420000,0.623889,0.623889,0.000000,0.000000,0.777778,L01_C022|L01_C020|L01_C018|L01_C016|L01_C009|L01_C010|L01_C011|L01_C012|L01_C013|L01_C014|L01_C007|L01_C006|L01_C005|L01_C004|L01_C003|L01_C002|L01_C001|L01_C008|L01_C015|L01_C017|L01_C019|L01_C021|L01_C025|L01_C026|L01_C027|L01_C028|L01_C024|L01_C023
2,part_B,1,L01_C023,OPTIMAL,L01_C023,L01_C025,112.000000,0.062222,0.141667,0.420000,0.623889,0.623889,0.000000,0.000000,0.814815,L01_C023|L01_C024|L01_C028|L01_C027|L01_C026|L01_C022|L01_C020|L01_C018|L01_C016|L01_C009|L01_C010|L01_C011|L01_C012|L01_C013|L01_C014|L01_C007|L01_C006|L01_C005|L01_C004|L01_C003|L01_C002|L01_C001|L01_C008|L01_C015|L01_C017|L01_C019|L01_C021|L01_C025
2,part_B,1,L01_C024,OPTIMAL,L01_C024,L01_C006,112.000000,0.062222,0.141667,0.420000,0.623889,0.623889,0.000000,0.000000,0.851852,L01_C024|L01_C028|L01_C027|L01_C023|L01_C022|L01_C026|L01_C025|L01_C021|L01_C019|L01_C020|L01_C018|L01_C017|L01_C015|L01_C016|L01_C009|L01_C008|L01_C001|L01_C002|L01_C003|L01_C010|L01_C011|L01_C004|L01_C005|L01_C012|L01_C013|L01_C014|L01_C007|L01_C006
2,part_B,1,L01_C025,OPTIMAL,L01_C025,L01_C028,112.000000,0.062222,0.141667,0.420000,0.623889,0.623889,0.000000,0.000000,0.629630,L01_C025|L01_C021|L01_C019|L01_C017|L01_C015|L01_C008|L01_C001|L01_C002|L01_C003|L01_C004|L01_C005|L01_C006|L01_C007|L01_C014|L01_C013|L01_C012|L01_C011|L01_C010|L01_C009|L01_C016|L01_C018|L01_C020|L01_C022|L01_C026|L01_C027|L01_C023|L01_C024|L01_C028
2,part_B,1,L01_C026,OPTIMAL,L01_C026,L01_C027,112.000000,0.062222,0.141667,0.420000,0.623889,0.623889,0.000000,0.000000,0.592593,L01_C026|L01_C025|L01_C021|L01_C019|L01_C017|L01_C015|L01_C008|L01_C001|L01_C002|L01_C003|L01_C004|L01_C005|L01_C006|L01_C007|L01_C014|L01_C013|L01_C012|L01_C011|L01_C010|L01_C009|L01_C016|L01_C018|L01_C020|L01_C022|L01_C023|L01_C024|L01_C028|L01_C027
2,part_B,1,L01_C027,OPTIMAL,L01_C027,L01_C017,112.000000,0.062222,0.141667,0.420000,0.623889,0.623889,0.000000,0.000000,0.740741,L01_C027|L01_C028|L01_C024|L01_C023|L01_C022|L01_C026|L01_C025|L01_C021|L01_C019|L01_C020|L01_C018|L01_C016|L01_C009|L01_C010|L01_C011|L01_C012|L01_C013|L01_C014|L01_C007|L01_C006|L01_C005|L01_C004|L01_C003|L01_C002|L01_C001|L01_C008|L01_C015|L01_C017
2,part_B,1,L01_C028,OPTIMAL,L01_C028,L01_C007,112.000000,0.062222,0.141667,0.420000,0.623889,0.623889,0.000000,0.000000,0.111111,L01_C028|L01_C024|L01_C023|L01_C027|L01_C026|L01_C025|L01_C021|L01_C022|L01_C020|L01_C019|L01_C017|L01_C018|L01_C016|L01_C015|L01_C008|L01_C001|L01_C002|L01_C009|L01_C010|L01_C003|L01_C004|L01_C011|L01_C012|L01_C005|L01_C006|L01_C013|L01_C014|L01_C007
3,part_A,2,L02_C001,OPTIMAL,L02_C001,L02_C019,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.810811,L02_C001|L02_C006|L02_C007|L02_C002|L02_C003|L02_C004|L02_C005|L02_C010|L02_C015|L02_C014|L02_C009|L02_C008|L02_C013|L02_C012|L02_C011|L02_C016|L02_C017|L02_C021|L02_C020|L02_C024|L02_C029|L02_C034|L02_C035|L02_C036|L02_C037|L02_C038|L02_C033|L02_C032|L02_C031|L02_C030|L02_C025|L02_C026|L02_C027|L02_C028|L02_C023|L02_C022|L02_C018|L02_C019
3,part_A,2,L02_C002,OPTIMAL,L02_C002,L02_C013,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.729730,L02_C002|L02_C001|L02_C006|L02_C007|L02_C012|L02_C011|L02_C016|L02_C017|L02_C021|L02_C020|L02_C024|L02_C029|L02_C034|L02_C035|L02_C030|L02_C025|L02_C026|L02_C031|L02_C036|L02_C037|L02_C038|L02_C033|L02_C032|L02_C027|L02_C028|L02_C023|L02_C022|L02_C018|L02_C019|L02_C015|L02_C010|L02_C005|L02_C004|L02_C003|L02_C008|L02_C009|L02_C014|L02_C013
3,part_A,2,L02_C003,OPTIMAL,L02_C003,L02_C030,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.729730,L02_C003|L02_C002|L02_C001|L02_C006|L02_C011|L02_C016|L02_C020|L02_C024|L02_C029|L02_C034|L02_C035|L02_C036|L02_C037|L02_C038|L02_C033|L02_C032|L02_C027|L02_C028|L02_C023|L02_C022|L02_C018|L02_C019|L02_C015|L02_C010|L02_C005|L02_C004|L02_C009|L02_C014|L02_C013|L02_C008|L02_C007|L02_C012|L02_C017|L02_C021|L02_C025|L02_C026|L02_C031|L02_C030
3,part_A,2,L02_C004,OPTIMAL,L02_C004,L02_C009,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.567568,L02_C004|L02_C005|L02_C010|L02_C015|L02_C019|L02_C018|L02_C022|L02_C023|L02_C028|L02_C027|L02_C026|L02_C031|L02_C032|L02_C033|L02_C038|L02_C037|L02_C036|L02_C035|L02_C034|L02_C029|L02_C030|L02_C025|L02_C024|L02_C020|L02_C021|L02_C017|L02_C016|L02_C011|L02_C012|L02_C007|L02_C006|L02_C001|L02_C002|L02_C003|L02_C008|L02_C013|L02_C014|L02_C009
3,part_A,2,L02_C005,OPTIMAL,L02_C005,L02_C036,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.729730,L02_C005|L02_C004|L02_C009|L02_C010|L02_C015|L02_C019|L02_C023|L02_C022|L02_C018|L02_C014|L02_C013|L02_C012|L02_C007|L02_C008|L02_C003|L02_C002|L02_C001|L02_C006|L02_C011|L02_C016|L02_C017|L02_C021|L02_C020|L02_C024|L02_C025|L02_C026|L02_C027|L02_C028|L02_C033|L02_C038|L02_C037|L02_C032|L02_C031|L02_C030|L02_C029|L02_C034|L02_C035|L02_C036
3,part_A,2,L02_C006,OPTIMAL,L02_C006,L02_C011,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.459459,L02_C006|L02_C001|L02_C002|L02_C007|L02_C012|L02_C013|L02_C008|L02_C003|L02_C004|L02_C005|L02_C010|L02_C009|L02_C014|L02_C015|L02_C019|L02_C018|L02_C022|L02_C023|L02_C028|L02_C033|L02_C038|L02_C037|L02_C036|L02_C031|L02_C032|L02_C027|L02_C026|L02_C025|L02_C030|L02_C035|L02_C034|L02_C029|L02_C024|L02_C020|L02_C021|L02_C017|L02_C016|L02_C011
3,part_A,2,L02_C007,OPTIMAL,L02_C007,L02_C021,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.540541,L02_C007|L02_C008|L02_C009|L02_C010|L02_C005|L02_C004|L02_C003|L02_C002|L02_C001|L02_C006|L02_C011|L02_C012|L02_C013|L02_C014|L02_C015|L02_C019|L02_C018|L02_C022|L02_C023|L02_C028|L02_C027|L02_C032|L02_C033|L02_C038|L02_C037|L02_C036|L02_C031|L02_C026|L02_C025|L02_C030|L02_C035|L02_C034|L02_C029|L02_C024|L02_C020|L02_C016|L02_C017|L02_C021
3,part_A,2,L02_C008,OPTIMAL,L02_C008,L02_C003,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.513514,L02_C008|L02_C007|L02_C012|L02_C013|L02_C014|L02_C009|L02_C004|L02_C005|L02_C010|L02_C015|L02_C019|L02_C018|L02_C022|L02_C023|L02_C028|L02_C027|L02_C026|L02_C025|L02_C030|L02_C031|L02_C032|L02_C033|L02_C038|L02_C037|L02_C036|L02_C035|L02_C034|L02_C029|L02_C024|L02_C020|L02_C021|L02_C017|L02_C016|L02_C011|L02_C006|L02_C001|L02_C002|L02_C003
3,part_A,2,L02_C009,OPTIMAL,L02_C009,L02_C026,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.648649,L02_C009|L02_C008|L02_C003|L02_C004|L02_C005|L02_C010|L02_C015|L02_C019|L02_C023|L02_C028|L02_C033|L02_C038|L02_C037|L02_C032|L02_C031|L02_C036|L02_C035|L02_C034|L02_C029|L02_C030|L02_C025|L02_C024|L02_C020|L02_C021|L02_C017|L02_C016|L02_C011|L02_C006|L02_C001|L02_C002|L02_C007|L02_C012|L02_C013|L02_C014|L02_C018|L02_C022|L02_C027|L02_C026
3,part_A,2,L02_C010,OPTIMAL,L02_C010,L02_C005,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.432432,L02_C010|L02_C015|L02_C019|L02_C018|L02_C022|L02_C023|L02_C028|L02_C033|L02_C038|L02_C037|L02_C036|L02_C035|L02_C034|L02_C029|L02_C030|L02_C031|L02_C032|L02_C027|L02_C026|L02_C025|L02_C024|L02_C020|L02_C021|L02_C017|L02_C016|L02_C011|L02_C006|L02_C001|L02_C002|L02_C003|L02_C008|L02_C007|L02_C012|L02_C013|L02_C014|L02_C009|L02_C004|L02_C005
3,part_A,2,L02_C011,OPTIMAL,L02_C011,L02_C038,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.513514,L02_C011|L02_C006|L02_C001|L02_C002|L02_C007|L02_C012|L02_C013|L02_C014|L02_C009|L02_C008|L02_C003|L02_C004|L02_C005|L02_C010|L02_C015|L02_C019|L02_C018|L02_C022|L02_C023|L02_C028|L02_C033|L02_C032|L02_C027|L02_C026|L02_C025|L02_C021|L02_C017|L02_C016|L02_C020|L02_C024|L02_C029|L02_C034|L02_C035|L02_C030|L02_C031|L02_C036|L02_C037|L02_C038
3,part_A,2,L02_C012,OPTIMAL,L02_C012,L02_C009,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.459459,L02_C012|L02_C007|L02_C008|L02_C013|L02_C014|L02_C015|L02_C019|L02_C018|L02_C022|L02_C023|L02_C028|L02_C033|L02_C038|L02_C037|L02_C036|L02_C035|L02_C034|L02_C029|L02_C030|L02_C031|L02_C032|L02_C027|L02_C026|L02_C025|L02_C024|L02_C020|L02_C021|L02_C017|L02_C016|L02_C011|L02_C006|L02_C001|L02_C002|L02_C003|L02_C004|L02_C005|L02_C010|L02_C009
3,part_A,2,L02_C013,OPTIMAL,L02_C013,L02_C002,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.810811,L02_C013|L02_C012|L02_C011|L02_C016|L02_C017|L02_C021|L02_C020|L02_C024|L02_C025|L02_C030|L02_C029|L02_C034|L02_C035|L02_C036|L02_C031|L02_C026|L02_C027|L02_C032|L02_C037|L02_C038|L02_C033|L02_C028|L02_C023|L02_C022|L02_C018|L02_C019|L02_C015|L02_C014|L02_C009|L02_C010|L02_C005|L02_C004|L02_C003|L02_C008|L02_C007|L02_C006|L02_C001|L02_C002
3,part_A,2,L02_C014,OPTIMAL,L02_C014,L02_C001,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.540541,L02_C014|L02_C009|L02_C004|L02_C005|L02_C010|L02_C015|L02_C019|L02_C018|L02_C022|L02_C023|L02_C028|L02_C033|L02_C038|L02_C037|L02_C032|L02_C027|L02_C026|L02_C031|L02_C036|L02_C035|L02_C034|L02_C029|L02_C030|L02_C025|L02_C024|L02_C020|L02_C021|L02_C017|L02_C016|L02_C011|L02_C006|L02_C007|L02_C012|L02_C013|L02_C008|L02_C003|L02_C002|L02_C001
3,part_A,2,L02_C015,OPTIMAL,L02_C015,L02_C032,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.702703,L02_C015|L02_C010|L02_C005|L02_C004|L02_C009|L02_C014|L02_C013|L02_C008|L02_C003|L02_C002|L02_C001|L02_C006|L02_C007|L02_C012|L02_C011|L02_C016|L02_C017|L02_C021|L02_C020|L02_C024|L02_C029|L02_C034|L02_C035|L02_C036|L02_C037|L02_C038|L02_C033|L02_C028|L02_C023|L02_C019|L02_C018|L02_C022|L02_C027|L02_C026|L02_C025|L02_C030|L02_C031|L02_C032
3,part_A,2,L02_C016,OPTIMAL,L02_C016,L02_C013,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.513514,L02_C016|L02_C011|L02_C006|L02_C001|L02_C002|L02_C007|L02_C008|L02_C003|L02_C004|L02_C005|L02_C010|L02_C009|L02_C014|L02_C015|L02_C019|L02_C018|L02_C022|L02_C023|L02_C028|L02_C033|L02_C038|L02_C037|L02_C032|L02_C027|L02_C026|L02_C031|L02_C036|L02_C035|L02_C034|L02_C029|L02_C030|L02_C025|L02_C024|L02_C020|L02_C021|L02_C017|L02_C012|L02_C013
3,part_A,2,L02_C017,OPTIMAL,L02_C017,L02_C038,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.756757,L02_C017|L02_C021|L02_C025|L02_C026|L02_C027|L02_C032|L02_C033|L02_C028|L02_C023|L02_C022|L02_C018|L02_C019|L02_C015|L02_C010|L02_C005|L02_C004|L02_C003|L02_C002|L02_C001|L02_C006|L02_C007|L02_C008|L02_C009|L02_C014|L02_C013|L02_C012|L02_C011|L02_C016|L02_C020|L02_C024|L02_C029|L02_C034|L02_C035|L02_C030|L02_C031|L02_C036|L02_C037|L02_C038
3,part_A,2,L02_C018,OPTIMAL,L02_C018,L02_C028,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.756757,L02_C018|L02_C019|L02_C015|L02_C010|L02_C005|L02_C004|L02_C003|L02_C002|L02_C001|L02_C006|L02_C007|L02_C008|L02_C009|L02_C014|L02_C013|L02_C012|L02_C011|L02_C016|L02_C017|L02_C021|L02_C020|L02_C024|L02_C025|L02_C026|L02_C031|L02_C030|L02_C029|L02_C034|L02_C035|L02_C036|L02_C037|L02_C038|L02_C033|L02_C032|L02_C027|L02_C022|L02_C023|L02_C028
3,part_A,2,L02_C019,OPTIMAL,L02_C019,L02_C003,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.702703,L02_C019|L02_C015|L02_C010|L02_C005|L02_C004|L02_C009|L02_C008|L02_C013|L02_C014|L02_C018|L02_C022|L02_C023|L02_C028|L02_C027|L02_C032|L02_C033|L02_C038|L02_C037|L02_C036|L02_C031|L02_C026|L02_C025|L02_C030|L02_C035|L02_C034|L02_C029|L02_C024|L02_C020|L02_C021|L02_C017|L02_C016|L02_C011|L02_C012|L02_C007|L02_C006|L02_C001|L02_C002|L02_C003
3,part_A,2,L02_C020,OPTIMAL,L02_C020,L02_C032,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.540541,L02_C020|L02_C021|L02_C017|L02_C016|L02_C011|L02_C006|L02_C001|L02_C002|L02_C003|L02_C004|L02_C005|L02_C010|L02_C009|L02_C008|L02_C007|L02_C012|L02_C013|L02_C014|L02_C015|L02_C019|L02_C018|L02_C022|L02_C023|L02_C028|L02_C033|L02_C038|L02_C037|L02_C036|L02_C035|L02_C034|L02_C029|L02_C024|L02_C025|L02_C030|L02_C031|L02_C026|L02_C027|L02_C032
3,part_A,2,L02_C021,OPTIMAL,L02_C021,L02_C007,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.837838,L02_C021|L02_C017|L02_C016|L02_C020|L02_C024|L02_C025|L02_C026|L02_C027|L02_C032|L02_C031|L02_C030|L02_C029|L02_C034|L02_C035|L02_C036|L02_C037|L02_C038|L02_C033|L02_C028|L02_C023|L02_C022|L02_C018|L02_C019|L02_C015|L02_C010|L02_C005|L02_C004|L02_C009|L02_C014|L02_C013|L02_C012|L02_C011|L02_C006|L02_C001|L02_C002|L02_C003|L02_C008|L02_C007
3,part_A,2,L02_C022,OPTIMAL,L02_C022,L02_C015,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.594595,L02_C022|L02_C018|L02_C019|L02_C023|L02_C028|L02_C033|L02_C038|L02_C037|L02_C032|L02_C027|L02_C026|L02_C031|L02_C036|L02_C035|L02_C034|L02_C029|L02_C030|L02_C025|L02_C024|L02_C020|L02_C021|L02_C017|L02_C016|L02_C011|L02_C006|L02_C001|L02_C002|L02_C003|L02_C008|L02_C007|L02_C012|L02_C013|L02_C014|L02_C009|L02_C004|L02_C005|L02_C010|L02_C015
3,part_A,2,L02_C023,OPTIMAL,L02_C023,L02_C034,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.702703,L02_C023|L02_C022|L02_C018|L02_C019|L02_C015|L02_C010|L02_C005|L02_C004|L02_C003|L02_C002|L02_C001|L02_C006|L02_C007|L02_C008|L02_C009|L02_C014|L02_C013|L02_C012|L02_C011|L02_C016|L02_C017|L02_C021|L02_C020|L02_C024|L02_C029|L02_C030|L02_C025|L02_C026|L02_C031|L02_C032|L02_C027|L02_C028|L02_C033|L02_C038|L02_C037|L02_C036|L02_C035|L02_C034
3,part_A,2,L02_C024,OPTIMAL,L02_C024,L02_C023,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.675676,L02_C024|L02_C020|L02_C021|L02_C017|L02_C016|L02_C011|L02_C006|L02_C001|L02_C002|L02_C007|L02_C012|L02_C013|L02_C008|L02_C003|L02_C004|L02_C005|L02_C010|L02_C009|L02_C014|L02_C015|L02_C019|L02_C018|L02_C022|L02_C027|L02_C032|L02_C031|L02_C026|L02_C025|L02_C030|L02_C029|L02_C034|L02_C035|L02_C036|L02_C037|L02_C038|L02_C033|L02_C028|L02_C023
3,part_A,2,L02_C025,OPTIMAL,L02_C025,L02_C034,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.486486,L02_C025|L02_C024|L02_C020|L02_C021|L02_C017|L02_C016|L02_C011|L02_C012|L02_C007|L02_C006|L02_C001|L02_C002|L02_C003|L02_C008|L02_C013|L02_C014|L02_C009|L02_C004|L02_C005|L02_C010|L02_C015|L02_C019|L02_C018|L02_C022|L02_C023|L02_C028|L02_C027|L02_C026|L02_C031|L02_C032|L02_C033|L02_C038|L02_C037|L02_C036|L02_C035|L02_C030|L02_C029|L02_C034
3,part_A,2,L02_C026,OPTIMAL,L02_C026,L02_C005,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.675676,L02_C026|L02_C027|L02_C022|L02_C018|L02_C019|L02_C023|L02_C028|L02_C033|L02_C038|L02_C037|L02_C032|L02_C031|L02_C036|L02_C035|L02_C034|L02_C029|L02_C030|L02_C025|L02_C024|L02_C020|L02_C021|L02_C017|L02_C016|L02_C011|L02_C012|L02_C007|L02_C006|L02_C001|L02_C002|L02_C003|L02_C008|L02_C013|L02_C014|L02_C015|L02_C010|L02_C009|L02_C004|L02_C005
3,part_A,2,L02_C027,OPTIMAL,L02_C027,L02_C038,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.540541,L02_C027|L02_C026|L02_C031|L02_C032|L02_C037|L02_C036|L02_C035|L02_C034|L02_C029|L02_C030|L02_C025|L02_C024|L02_C020|L02_C021|L02_C017|L02_C016|L02_C011|L02_C012|L02_C007|L02_C006|L02_C001|L02_C002|L02_C003|L02_C008|L02_C013|L02_C014|L02_C009|L02_C004|L02_C005|L02_C010|L02_C015|L02_C019|L02_C018|L02_C022|L02_C023|L02_C028|L02_C033|L02_C038
3,part_A,2,L02_C028,OPTIMAL,L02_C028,L02_C001,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.675676,L02_C028|L02_C023|L02_C019|L02_C015|L02_C014|L02_C018|L02_C022|L02_C027|L02_C026|L02_C031|L02_C032|L02_C033|L02_C038|L02_C037|L02_C036|L02_C035|L02_C034|L02_C029|L02_C030|L02_C025|L02_C024|L02_C020|L02_C021|L02_C017|L02_C016|L02_C011|L02_C006|L02_C007|L02_C012|L02_C013|L02_C008|L02_C009|L02_C010|L02_C005|L02_C004|L02_C003|L02_C002|L02_C001
3,part_A,2,L02_C029,OPTIMAL,L02_C029,L02_C024,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.810811,L02_C029|L02_C034|L02_C035|L02_C030|L02_C025|L02_C026|L02_C027|L02_C032|L02_C031|L02_C036|L02_C037|L02_C038|L02_C033|L02_C028|L02_C023|L02_C022|L02_C018|L02_C019|L02_C015|L02_C014|L02_C013|L02_C008|L02_C009|L02_C010|L02_C005|L02_C004|L02_C003|L02_C002|L02_C001|L02_C006|L02_C007|L02_C012|L02_C011|L02_C016|L02_C017|L02_C021|L02_C020|L02_C024
