schedule_index,part_id,layer_id,layer_label,solver_status,base_start_cell_id,base_end_cell_id,fixed_start_cell_id,fixed_end_cell_id,result_start_cell_id,result_end_cell_id,travel_distance_mm,travel_time_s,scan_time_s,laser_on_time_s,layer_total_time_s,base_layer_total_time_s,delta_time_s,delta_time_percent,path_difference_rate
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C023,L02_C029,L02_C023,L02_C029,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.756757
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C023,L02_C030,L02_C023,L02_C030,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.756757
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C023,L02_C031,L02_C023,L02_C031,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.702703
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C023,L02_C032,L02_C023,L02_C032,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.540541
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C023,L02_C033,L02_C023,L02_C033,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.783784
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C023,L02_C034,L02_C023,L02_C034,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.621622
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C023,L02_C035,L02_C023,L02_C035,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.648649
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C023,L02_C036,L02_C023,L02_C036,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.621622
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C023,L02_C037,L02_C023,L02_C037,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.648649
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C023,L02_C038,L02_C023,L02_C038,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.648649
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C024,L02_C001,L02_C024,L02_C001,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.891892
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C024,L02_C002,L02_C024,L02_C002,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.864865
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C024,L02_C003,L02_C024,L02_C003,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.891892
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C024,L02_C004,L02_C024,L02_C004,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.918919
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C024,L02_C005,L02_C024,L02_C005,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.891892
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C024,L02_C006,L02_C024,L02_C006,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.891892
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C024,L02_C007,L02_C024,L02_C007,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.702703
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C024,L02_C008,L02_C024,L02_C008,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.567568
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C024,L02_C009,L02_C024,L02_C009,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.783784
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C024,L02_C010,L02_C024,L02_C010,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.918919
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C024,L02_C011,L02_C024,L02_C011,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.864865
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C024,L02_C012,L02_C024,L02_C012,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.594595
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C024,L02_C013,L02_C024,L02_C013,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.594595
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C024,L02_C014,L02_C024,L02_C014,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.594595
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C024,L02_C015,L02_C024,L02_C015,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.675676
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C024,L02_C016,L02_C024,L02_C016,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.756757
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C024,L02_C017,L02_C024,L02_C017,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.756757
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C024,L02_C018,L02_C024,L02_C018,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.621622
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C024,L02_C019,L02_C024,L02_C019,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.729730
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C024,L02_C020,L02_C024,L02_C020,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.783784
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C024,L02_C021,L02_C024,L02_C021,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.756757
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C024,L02_C022,L02_C024,L02_C022,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.648649
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C024,L02_C023,L02_C024,L02_C023,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.594595
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C024,L02_C025,L02_C024,L02_C025,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.432432
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C024,L02_C026,L02_C024,L02_C026,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.729730
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C024,L02_C027,L02_C024,L02_C027,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.594595
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C024,L02_C028,L02_C024,L02_C028,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.891892
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C024,L02_C029,L02_C024,L02_C029,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.540541
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C024,L02_C030,L02_C024,L02_C030,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.702703
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C024,L02_C031,L02_C024,L02_C031,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.621622
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C024,L02_C032,L02_C024,L02_C032,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.756757
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C024,L02_C033,L02_C024,L02_C033,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.513514
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C024,L02_C034,L02_C024,L02_C034,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.540541
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C024,L02_C035,L02_C024,L02_C035,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.405405
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C024,L02_C036,L02_C024,L02_C036,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.621622
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C024,L02_C037,L02_C024,L02_C037,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.486486
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C024,L02_C038,L02_C024,L02_C038,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.783784
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C025,L02_C001,L02_C025,L02_C001,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.540541
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C025,L02_C002,L02_C025,L02_C002,151.313800,0.084063,0.225333,0.570000,0.879397,0.877556,0.001841,0.209787,0.810811
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C025,L02_C003,L02_C025,L02_C003,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.810811
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C025,L02_C004,L02_C025,L02_C004,151.313800,0.084063,0.225333,0.570000,0.879397,0.877556,0.001841,0.209787,0.864865
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C025,L02_C005,L02_C025,L02_C005,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.594595
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C025,L02_C006,L02_C025,L02_C006,151.313800,0.084063,0.225333,0.570000,0.879397,0.877556,0.001841,0.209787,0.756757
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C025,L02_C007,L02_C025,L02_C007,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.702703
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C025,L02_C008,L02_C025,L02_C008,151.313800,0.084063,0.225333,0.570000,0.879397,0.877556,0.001841,0.209787,0.810811
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C025,L02_C009,L02_C025,L02_C009,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.864865
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C025,L02_C010,L02_C025,L02_C010,151.313800,0.084063,0.225333,0.570000,0.879397,0.877556,0.001841,0.209787,0.675676
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C025,L02_C011,L02_C025,L02_C011,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.810811
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C025,L02_C012,L02_C025,L02_C012,151.313800,0.084063,0.225333,0.570000,0.879397,0.877556,0.001841,0.209787,0.594595
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C025,L02_C013,L02_C025,L02_C013,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.702703
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C025,L02_C014,L02_C025,L02_C014,151.313800,0.084063,0.225333,0.570000,0.879397,0.877556,0.001841,0.209787,0.648649
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C025,L02_C015,L02_C025,L02_C015,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.675676
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C025,L02_C016,L02_C025,L02_C016,151.313800,0.084063,0.225333,0.570000,0.879397,0.877556,0.001841,0.209787,0.567568
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C025,L02_C017,L02_C025,L02_C017,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.675676
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C025,L02_C018,L02_C025,L02_C018,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.648649
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C025,L02_C019,L02_C025,L02_C019,151.313800,0.084063,0.225333,0.570000,0.879397,0.877556,0.001841,0.209787,0.837838
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C025,L02_C020,L02_C025,L02_C020,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.810811
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C025,L02_C021,L02_C025,L02_C021,151.313800,0.084063,0.225333,0.570000,0.879397,0.877556,0.001841,0.209787,0.783784
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C025,L02_C022,L02_C025,L02_C022,151.313800,0.084063,0.225333,0.570000,0.879397,0.877556,0.001841,0.209787,0.675676
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C025,L02_C023,L02_C025,L02_C023,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.621622
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C025,L02_C024,L02_C025,L02_C024,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.837838
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C025,L02_C026,L02_C025,L02_C026,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.567568
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C025,L02_C027,L02_C025,L02_C027,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.594595
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C025,L02_C028,L02_C025,L02_C028,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.648649
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C025,L02_C029,L02_C025,L02_C029,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.756757
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C025,L02_C030,L02_C025,L02_C030,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.540541
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C025,L02_C031,L02_C025,L02_C031,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.567568
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C025,L02_C032,L02_C025,L02_C032,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.540541
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C025,L02_C033,L02_C025,L02_C033,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.648649
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C025,L02_C034,L02_C025,L02_C034,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.567568
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C025,L02_C035,L02_C025,L02_C035,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.810811
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C025,L02_C036,L02_C025,L02_C036,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.702703
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C025,L02_C037,L02_C025,L02_C037,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.675676
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C025,L02_C038,L02_C025,L02_C038,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.567568
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C026,L02_C001,L02_C026,L02_C001,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.621622
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C026,L02_C002,L02_C026,L02_C002,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.648649
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C026,L02_C003,L02_C026,L02_C003,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.594595
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C026,L02_C004,L02_C026,L02_C004,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.648649
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C026,L02_C005,L02_C026,L02_C005,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.621622
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C026,L02_C006,L02_C026,L02_C006,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.648649
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C026,L02_C007,L02_C026,L02_C007,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.702703
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C026,L02_C008,L02_C026,L02_C008,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.729730
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C026,L02_C009,L02_C026,L02_C009,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.648649
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C026,L02_C010,L02_C026,L02_C010,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.756757
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C026,L02_C011,L02_C026,L02_C011,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.621622
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C026,L02_C012,L02_C026,L02_C012,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.594595
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C026,L02_C013,L02_C026,L02_C013,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.513514
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C026,L02_C014,L02_C026,L02_C014,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.729730
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C026,L02_C015,L02_C026,L02_C015,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.648649
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C026,L02_C016,L02_C026,L02_C016,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.540541
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C026,L02_C017,L02_C026,L02_C017,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.729730
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C026,L02_C018,L02_C026,L02_C018,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.540541
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C026,L02_C019,L02_C026,L02_C019,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.540541
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C026,L02_C020,L02_C026,L02_C020,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.675676
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C026,L02_C021,L02_C026,L02_C021,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.783784
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C026,L02_C022,L02_C026,L02_C022,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.729730
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C026,L02_C023,L02_C026,L02_C023,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.648649
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C026,L02_C024,L02_C026,L02_C024,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.756757
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C026,L02_C025,L02_C026,L02_C025,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.729730
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C026,L02_C027,L02_C026,L02_C027,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.567568
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C026,L02_C028,L02_C026,L02_C028,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.837838
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C026,L02_C029,L02_C026,L02_C029,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.891892
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C026,L02_C030,L02_C026,L02_C030,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.729730
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C026,L02_C031,L02_C026,L02_C031,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.810811
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C026,L02_C032,L02_C026,L02_C032,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.702703
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C026,L02_C033,L02_C026,L02_C033,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.594595
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C026,L02_C034,L02_C026,L02_C034,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.702703
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C026,L02_C035,L02_C026,L02_C035,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.486486
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C026,L02_C036,L02_C026,L02_C036,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.729730
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C026,L02_C037,L02_C026,L02_C037,148.000000,0.082222,0.225333,0.570000,0.877556,0.877556,0.000000,0.000000,0.567568
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C026,L02_C038,L02_C026,L02_C038,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.756757
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C027,L02_C001,L02_C027,L02_C001,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.918919
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C027,L02_C002,L02_C027,L02_C002,151.313800,0.084063,0.225333,0.570000,0.879397,0.877556,0.001841,0.209787,0.783784
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C027,L02_C003,L02_C027,L02_C003,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.702703
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C027,L02_C004,L02_C027,L02_C004,151.313800,0.084063,0.225333,0.570000,0.879397,0.877556,0.001841,0.209787,0.675676
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C027,L02_C005,L02_C027,L02_C005,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.621622
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C027,L02_C006,L02_C027,L02_C006,151.313800,0.084063,0.225333,0.570000,0.879397,0.877556,0.001841,0.209787,0.837838
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C027,L02_C007,L02_C027,L02_C007,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.621622
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C027,L02_C008,L02_C027,L02_C008,151.313800,0.084063,0.225333,0.570000,0.879397,0.877556,0.001841,0.209787,0.567568
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C027,L02_C009,L02_C027,L02_C009,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.621622
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C027,L02_C010,L02_C027,L02_C010,151.313800,0.084063,0.225333,0.570000,0.879397,0.877556,0.001841,0.209787,0.702703
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C027,L02_C011,L02_C027,L02_C011,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.810811
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C027,L02_C012,L02_C027,L02_C012,151.313800,0.084063,0.225333,0.570000,0.879397,0.877556,0.001841,0.209787,0.594595
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C027,L02_C013,L02_C027,L02_C013,149.656900,0.083143,0.225333,0.570000,0.878476,0.877556,0.000920,0.104894,0.621622
3,part_A,2,3:A2,OPTIMAL,L02_C005,L02_C030,L02_C027,L02_C014,L02_C027,L02_C014,151.313800,0.084063,0.225333,0.570000,0.879397,0.877556,0.001841,0.209787,0.810811
